files	5/
hsa-mir-561-5p	51
hsa-mir-143-3p	27
hsa-mir-125a-5p	14973
hsa-mir-548o-5p	1
hsa-mir-4693-5p	2
hsa-mir-4488	8
hsa-mir-4640-3p	1
hsa-mir-6788-3p	0
hsa-mir-545-3p	2
hsa-mir-6847-3p	1
hsa-mir-5682	0
hsa-mir-3135a	29
hsa-mir-708-3p	11
hsa-mir-224-5p	14
hsa-mir-4800-3p	0
hsa-mir-98-3p	57
hsa-mir-92b-5p	381
hsa-mir-8073	2
hsa-mir-1973	9
hsa-mir-4495	0
hsa-mir-328-3p	451
hsa-mir-8080	0
hsa-mir-624-3p	0
hsa-mir-500b-5p	835
hsa-mir-937-3p	47
hsa-mir-449c-3p	0
hsa-mir-548au-5p	1
hsa-mir-4455	2
hsa-mir-4733-3p	0
hsa-mir-30c-5p	75403
hsa-mir-579-3p	4
hsa-mir-5196-3p	0
hsa-mir-513a-5p	0
hsa-mir-676-3p	6
hsa-mir-4296	3
hsa-mir-6729-5p	0
hsa-mir-501-5p	453
hsa-mir-148a-5p	119
hsa-mir-4787-3p	44
hsa-mir-100-3p	31
hsa-mir-151b	99
hsa-mir-614	1
hsa-mir-7705	21
hsa-mir-1268b	123
hsa-mir-381-5p	0
hsa-mir-148a-3p	26895
hsa-mir-627-5p	2
hsa-mir-6728-3p	0
hsa-mir-4468	0
hsa-mir-4797-3p	10
hsa-mir-301a-5p	51
hsa-let-7b-5p	16762
hsa-mir-19a-3p	1873
hsa-mir-4717-3p	8
hsa-mir-615-5p	6
hsa-mir-101-3p	42614
hsa-mir-625-5p	13
hsa-mir-6849-3p	0
hsa-mir-4653-5p	0
hsa-mir-4728-3p	1
hsa-mir-487a-5p	0
hsa-mir-32-5p	2466
hsa-mir-29a-5p	183
hsa-mir-6739-5p	0
hsa-mir-5002-5p	1
hsa-mir-1908-3p	0
hsa-mir-548m	0
hsa-mir-193b-5p	45
hsa-mir-412-5p	0
hsa-mir-6769b-3p	0
hsa-mir-6768-5p	0
hsa-mir-1273g-5p	8
hsa-mir-4666b	1
hsa-mir-5189-5p	2
hsa-mir-3605-3p	62
hsa-mir-8069	0
hsa-mir-190a-3p	0
hsa-mir-4513	1
hsa-mir-939-5p	17
hsa-mir-6837-5p	1
hsa-mir-3157-5p	1
hsa-mir-3074-3p	4
hsa-mir-331-5p	208
hsa-mir-6842-3p	2
hsa-mir-4476	0
hsa-mir-4700-5p	11
hsa-mir-6777-3p	1
hsa-mir-548t-3p	0
hsa-mir-5699-3p	7
hsa-mir-548at-5p	3
hsa-mir-4259	1
hsa-mir-6129	26
hsa-mir-374b-3p	10
hsa-mir-515-5p	0
hsa-mir-372-5p	0
hsa-mir-6812-3p	0
hsa-mir-99b-3p	1444
hsa-mir-548ai	0
hsa-mir-4726-5p	13
hsa-mir-583	0
hsa-mir-424-3p	3286
hsa-mir-3960	57
hsa-mir-6794-3p	2
hsa-mir-196a-5p	596
hsa-mir-512-3p	0
hsa-mir-4764-5p	0
hsa-mir-4712-3p	0
hsa-mir-450b-3p	0
hsa-mir-3153	0
hsa-mir-144-5p	9
hsa-mir-3939	2
hsa-mir-377-5p	4
hsa-mir-2355-3p	16
hsa-mir-4652-3p	1
hsa-mir-4792	16
hsa-mir-7853-5p	0
hsa-mir-5000-3p	12
hsa-mir-4695-3p	0
hsa-mir-6888-5p	1
hsa-mir-6810-5p	0
hsa-mir-1909-3p	0
hsa-mir-6874-5p	1
hsa-mir-4755-3p	3
hsa-mir-5187-5p	0
hsa-mir-376c-3p	9
hsa-mir-518c-5p	0
hsa-mir-3944-5p	1
hsa-mir-6133	6
hsa-mir-221-5p	21352
hsa-mir-548y	93
hsa-mir-4782-3p	0
hsa-mir-378d	871
hsa-mir-4687-3p	1
hsa-mir-5187-3p	0
hsa-mir-4649-3p	0
hsa-let-7g-5p	90561
hsa-mir-934	1
hsa-mir-4677-5p	12
hsa-mir-6749-5p	1
hsa-mir-548g-5p	0
hsa-mir-3910	0
hsa-mir-6849-5p	0
hsa-mir-3675-5p	69
hsa-mir-134-5p	141
hsa-mir-5581-3p	6
hsa-mir-652-5p	91
hsa-mir-1180-5p	0
hsa-mir-4324	20
hsa-mir-567	93
hsa-mir-95-5p	3
hsa-mir-1913	1
hsa-mir-3653-3p	78
hsa-mir-3160-5p	1
hsa-mir-181d-5p	1655
hsa-mir-1269a	0
hsa-mir-330-3p	2208
hsa-mir-373-5p	0
hsa-mir-578	0
hsa-mir-1323	1
hsa-mir-4762-3p	3
hsa-mir-92b-3p	10583
hsa-mir-4433a-5p	0
hsa-mir-4323	0
hsa-mir-4725-3p	19
hsa-mir-4662b	0
hsa-mir-219a-5p	9
hsa-mir-6824-3p	1
hsa-mir-4273	0
hsa-mir-210-3p	4135
hsa-mir-589-3p	29
hsa-mir-147b	1528
hsa-mir-126-3p	8232
hsa-mir-483-3p	70
hsa-mir-182-5p	277641
hsa-mir-6775-3p	0
hsa-mir-29a-3p	40644
hsa-mir-6818-3p	8
hsa-mir-664b-3p	74
hsa-mir-4713-5p	13
hsa-mir-6797-3p	4
hsa-mir-143-5p	1
hsa-mir-98-5p	4115
hsa-mir-3129-3p	14
hsa-mir-3682-5p	1
hsa-mir-4639-5p	1
hsa-mir-7151-5p	0
hsa-mir-548aj-3p	1
hsa-mir-3169	0
hsa-mir-5090	11
hsa-mir-4523	0
hsa-mir-301a-3p	47
hsa-mir-4304	0
hsa-mir-6515-3p	1
hsa-mir-202-5p	4
hsa-mir-505-5p	4
hsa-mir-5582-3p	13
hsa-mir-21-5p	11104503
hsa-mir-532-3p	417
hsa-mir-4795-3p	1
hsa-mir-190b	3
hsa-mir-4764-3p	0
hsa-mir-4329	1
hsa-mir-642a-3p	2
hsa-mir-6894-5p	4
hsa-mir-7846-3p	1
hsa-mir-1228-5p	0
hsa-mir-3691-5p	14
hsa-mir-1273f	74
hsa-mir-371a-3p	0
hsa-mir-145-5p	3
hsa-mir-548bb-3p	1
hsa-mir-885-3p	0
hsa-mir-4484	11
hsa-mir-2355-5p	2
hsa-mir-708-5p	4
hsa-mir-4320	1
hsa-mir-7154-3p	0
hsa-mir-378i	65
hsa-mir-4504	17
hsa-mir-342-3p	1
hsa-mir-490-3p	0
hsa-mir-153-3p	180
hsa-mir-5191	0
hsa-mir-3940-5p	2
hsa-mir-4682	0
hsa-mir-1827	4
hsa-mir-23b-3p	3194
hsa-mir-924	0
hsa-mir-3972	1
hsa-mir-6767-5p	0
hsa-mir-34b-5p	0
hsa-mir-3928-3p	13
hsa-mir-4786-5p	0
hsa-mir-4758-5p	0
hsa-mir-3652	3
hsa-mir-615-3p	694
hsa-mir-3661	11
hsa-mir-203b-5p	2
hsa-mir-4289	12
hsa-mir-4788	1
hsa-mir-2276-3p	17
hsa-mir-1224-3p	1
hsa-mir-4804-3p	0
hsa-mir-1273h-3p	0
hsa-mir-6761-3p	1
hsa-mir-4282	1
hsa-mir-4695-5p	0
hsa-mir-3937	0
hsa-mir-6869-3p	1
hsa-mir-8084	0
hsa-mir-4436b-5p	0
hsa-mir-641	102
hsa-mir-6791-3p	0
hsa-mir-6846-5p	2
hsa-mir-6813-3p	0
hsa-mir-450b-5p	964
hsa-mir-3678-5p	0
hsa-mir-6759-3p	2
hsa-mir-6853-3p	0
hsa-mir-4463	7
hsa-mir-296-3p	1
hsa-mir-4276	0
hsa-mir-8066	0
hsa-mir-635	0
hsa-mir-3613-5p	574
hsa-mir-216a-3p	0
hsa-mir-181b-3p	154
hsa-mir-5591-5p	0
hsa-mir-4715-5p	2
hsa-mir-940	12
hsa-mir-92a-3p	160248
hsa-mir-1265	0
hsa-mir-4753-3p	1
hsa-mir-544a	1
hsa-mir-1910-5p	10
hsa-mir-5580-5p	0
hsa-mir-548at-3p	0
hsa-mir-374a-5p	843
hsa-let-7i-3p	889
hsa-mir-136-3p	0
hsa-mir-6838-5p	2
hsa-mir-610	0
hsa-mir-5095	24
hsa-mir-194-5p	414
hsa-mir-653-5p	972
hsa-mir-449c-5p	538
hsa-mir-650	3
hsa-mir-5787	0
hsa-mir-1252-5p	0
hsa-mir-6826-3p	1
hsa-mir-639	2
hsa-mir-3127-3p	7
hsa-mir-7157-5p	0
hsa-mir-3182	3447
hsa-mir-3188	1
hsa-mir-6824-5p	0
hsa-mir-548i	2
hsa-mir-548ba	0
hsa-mir-34a-5p	1994
hsa-mir-320a	20653
hsa-mir-137	407
hsa-mir-502-3p	882
hsa-mir-4676-3p	4
hsa-mir-6132	0
hsa-mir-548b-5p	2
hsa-mir-759	0
hsa-mir-1179	2
hsa-mir-4438	0
hsa-mir-133b	13
hsa-mir-556-5p	0
hsa-mir-587	0
hsa-mir-888-3p	0
hsa-mir-6124	0
hsa-mir-378b	600
hsa-mir-877-5p	869
hsa-mir-3198	1
hsa-mir-450a-1-3p	3
hsa-mir-3942-3p	0
hsa-mir-503-3p	19
hsa-mir-618	0
hsa-mir-548aj-5p	2
hsa-mir-1302	8
hsa-mir-548p	6
hsa-mir-1-3p	24234
hsa-mir-6776-3p	0
hsa-mir-6837-3p	3
hsa-mir-6770-5p	1
hsa-mir-411-3p	23
hsa-mir-410-5p	0
hsa-mir-4691-3p	0
hsa-mir-550a-3-5p	7
hsa-mir-921	8
hsa-mir-215-5p	73
hsa-mir-5189-3p	1
hsa-mir-6881-3p	0
hsa-mir-324-3p	150
hsa-mir-3064-3p	0
hsa-mir-4432	0
hsa-mir-6847-5p	3
hsa-mir-409-3p	433
hsa-mir-106b-3p	9936
hsa-mir-4658	2
hsa-mir-1229-3p	2
hsa-mir-96-5p	12549
hsa-mir-7855-5p	0
hsa-mir-6815-3p	0
hsa-mir-6783-3p	8
hsa-mir-491-5p	12
hsa-mir-3918	1
hsa-mir-95-3p	472
hsa-mir-508-3p	1
hsa-mir-563	0
hsa-mir-302a-5p	11851
hsa-mir-1226-5p	11
hsa-mir-4420	1
hsa-mir-3926	0
hsa-mir-660-5p	2286
hsa-mir-744-3p	18
hsa-mir-4746-5p	114
hsa-mir-139-3p	219
hsa-mir-4445-3p	0
hsa-mir-33a-5p	27
hsa-mir-4772-3p	1
hsa-mir-5088-5p	3
hsa-mir-6851-3p	0
hsa-mir-500b-3p	30
hsa-mir-5694	2
hsa-mir-5580-3p	0
hsa-mir-4690-3p	14
hsa-mir-6839-3p	0
hsa-mir-542-3p	944
hsa-mir-4516	0
hsa-mir-1324	0
hsa-mir-6762-3p	0
hsa-mir-5697	3
hsa-mir-450a-5p	570
hsa-mir-5004-3p	3
hsa-mir-6740-3p	0
hsa-mir-4750-5p	6
hsa-mir-1538	0
hsa-mir-8052	1
hsa-mir-4778-5p	0
hsa-mir-548aw	0
hsa-mir-3144-3p	0
hsa-mir-6752-3p	0
hsa-mir-6729-3p	0
hsa-mir-663b	2
hsa-mir-4721	0
hsa-mir-4441	0
hsa-mir-1237-3p	1
hsa-mir-3620-3p	0
hsa-mir-1299	26
hsa-mir-4539	0
hsa-mir-1270	0
hsa-mir-6723-5p	20
hsa-mir-4678	1
hsa-mir-374a-3p	1202
hsa-mir-4498	1
hsa-mir-370-5p	0
hsa-mir-6088	0
hsa-mir-4761-3p	0
hsa-mir-4709-3p	11
hsa-mir-944	4
hsa-mir-489-3p	18
hsa-mir-6736-5p	0
hsa-mir-422a	259
hsa-mir-6718-5p	8
hsa-let-7d-3p	1278
hsa-mir-3614-3p	3
hsa-mir-28-3p	6127
hsa-mir-671-3p	295
hsa-mir-642b-5p	3
hsa-mir-330-5p	352
hsa-mir-4793-3p	2
hsa-mir-138-2-3p	0
hsa-mir-5196-5p	1
hsa-mir-3914	0
hsa-mir-548j-3p	7
hsa-mir-4529-3p	1
hsa-mir-323b-3p	33
hsa-mir-3150a-3p	4
hsa-mir-4999-3p	0
hsa-mir-4771	1
hsa-mir-4255	0
hsa-mir-6883-5p	0
hsa-mir-6895-3p	0
hsa-mir-4301	21
hsa-mir-5089-5p	1
hsa-mir-4783-3p	0
hsa-mir-1910-3p	0
hsa-mir-6817-3p	0
hsa-mir-3680-5p	0
hsa-mir-30b-5p	4970
hsa-mir-548ay-3p	8
hsa-mir-4711-5p	1
hsa-mir-6513-5p	0
hsa-mir-4423-3p	2
hsa-mir-6866-5p	30
hsa-mir-4726-3p	0
hsa-mir-3064-5p	7
hsa-mir-378e	191
hsa-mir-498	0
hsa-mir-4286	93
hsa-mir-376a-5p	1
hsa-mir-4646-5p	1
hsa-mir-4733-5p	2
hsa-mir-6511b-3p	13
hsa-mir-4418	1
hsa-mir-6741-3p	3
hsa-mir-1283	0
hsa-mir-3684	2
hsa-mir-33b-5p	2
hsa-mir-769-5p	8411
hsa-mir-659-3p	1
hsa-mir-3137	0
hsa-mir-4684-5p	0
hsa-mir-6881-5p	0
hsa-mir-6795-5p	0
hsa-mir-4765	0
hsa-mir-1254	166
hsa-mir-296-5p	1
hsa-mir-1298-5p	0
hsa-mir-548ao-3p	0
hsa-mir-590-3p	170
hsa-mir-4740-5p	1
hsa-mir-6772-5p	2
hsa-mir-6798-3p	1
hsa-mir-6740-5p	4
hsa-mir-2115-3p	0
hsa-mir-3657	2
hsa-mir-506-3p	1
hsa-mir-548ae-5p	0
hsa-mir-4734	0
hsa-mir-523-3p	0
hsa-mir-4537	0
hsa-mir-548av-5p	0
hsa-mir-8072	4
hsa-mir-6863	1
hsa-mir-5585-3p	2
hsa-mir-4683	1
hsa-mir-770-5p	2
hsa-mir-5688	0
hsa-mir-3156-3p	0
hsa-mir-6755-3p	0
hsa-mir-4686	0
hsa-mir-6728-5p	1
hsa-mir-5010-3p	579
hsa-mir-1908-5p	4
hsa-mir-4648	3
hsa-mir-5003-3p	2
hsa-mir-219b-3p	2
hsa-mir-4482-3p	1
hsa-mir-10b-3p	65
hsa-mir-1243	3
hsa-mir-34c-5p	0
hsa-mir-6716-3p	7
hsa-mir-6855-5p	0
hsa-mir-7155-3p	1
hsa-mir-4700-3p	6
hsa-mir-6134	16
hsa-mir-606	1
hsa-mir-5703	0
hsa-mir-4447	1
hsa-mir-4295	0
hsa-mir-4519	0
hsa-mir-4477b	1
hsa-mir-4769-3p	0
hsa-mir-125a-3p	103
hsa-mir-550b-2-5p	0
hsa-mir-664b-5p	9
hsa-mir-6769a-3p	0
hsa-mir-4752	0
hsa-mir-6125	3
hsa-mir-219a-1-3p	48
hsa-mir-6861-5p	1
hsa-mir-6846-3p	0
hsa-mir-521	0
hsa-mir-3146	146
hsa-mir-210-5p	33
hsa-mir-30a-3p	22206
hsa-mir-6763-5p	1
hsa-mir-3944-3p	9
hsa-mir-6783-5p	0
hsa-mir-4317	6
hsa-mir-548aa	0
hsa-mir-1285-5p	169
hsa-mir-5705	0
hsa-mir-1286	4
hsa-mir-1185-1-3p	28
hsa-mir-4419a	265
hsa-mir-191-5p	20529
hsa-mir-27a-5p	5900
hsa-mir-876-3p	0
hsa-mir-6762-5p	0
hsa-mir-548a-5p	3
hsa-mir-1469	0
hsa-mir-6751-3p	2
hsa-mir-106a-3p	0
hsa-mir-6890-5p	0
hsa-mir-7-1-3p	454
hsa-mir-124-5p	0
hsa-mir-582-3p	2843
hsa-let-7e-3p	124
hsa-mir-203a-3p	2782
hsa-mir-4426	16
hsa-mir-5193	0
hsa-mir-3609	62
hsa-mir-4272	0
hsa-mir-7112-3p	0
hsa-mir-1303	2426
hsa-mir-6840-5p	2
hsa-mir-518e-3p	0
hsa-mir-4769-5p	1
hsa-mir-4719	0
hsa-mir-1293	10
hsa-mir-1306-5p	36
hsa-mir-324-5p	118
hsa-mir-6773-5p	0
hsa-mir-6757-5p	2
hsa-mir-649	4
hsa-mir-29b-2-5p	22
hsa-mir-374c-5p	442
hsa-mir-6867-3p	0
hsa-mir-8060	1
hsa-mir-548s	1
hsa-mir-7160-3p	0
hsa-mir-4784	1
hsa-mir-645	1
hsa-mir-548ah-3p	20
hsa-mir-3689b-5p	0
hsa-mir-181d-3p	0
hsa-mir-4747-5p	0
hsa-mir-3679-5p	3
hsa-mir-122-3p	0
hsa-mir-301b-5p	1
hsa-mir-33b-3p	13
hsa-mir-31-5p	11975
hsa-mir-664a-5p	45
hsa-mir-6726-3p	0
hsa-mir-561-3p	0
hsa-mir-1269b	0
hsa-mir-338-3p	17
hsa-mir-933	13
hsa-mir-548ak	2
hsa-mir-548l	8
hsa-mir-4660	2
hsa-mir-548am-3p	17
hsa-mir-4267	0
hsa-mir-3622a-5p	8
hsa-mir-504-5p	0
hsa-mir-4653-3p	2
hsa-mir-4794	2
hsa-mir-543	103
hsa-mir-4757-5p	0
hsa-mir-6818-5p	0
hsa-mir-186-5p	2517
hsa-mir-4638-3p	2
hsa-mir-6891-5p	1
hsa-mir-6759-5p	0
hsa-mir-196a-3p	9
hsa-mir-6858-3p	1
hsa-mir-6758-5p	2
hsa-mir-3617-5p	72
hsa-mir-4322	0
hsa-mir-4797-5p	30
hsa-mir-4512	34
hsa-mir-181c-5p	102
hsa-mir-632	0
hsa-mir-4742-5p	0
hsa-mir-4677-3p	124
hsa-mir-6871-3p	0
hsa-mir-4469	1
hsa-mir-582-5p	181
hsa-mir-4804-5p	0
hsa-mir-5195-3p	2
hsa-mir-24-3p	39917
hsa-mir-4687-5p	0
hsa-mir-100-5p	823753
hsa-mir-18a-5p	548
hsa-mir-6737-5p	2
hsa-mir-199b-3p	209
hsa-mir-7704	11
hsa-mir-128-3p	7637
hsa-mir-4802-5p	0
hsa-mir-6758-3p	1
hsa-mir-1231	0
hsa-mir-1181	6
hsa-mir-652-3p	365
hsa-mir-4473	47
hsa-mir-654-5p	44
hsa-mir-3150a-5p	1
hsa-mir-626	3
hsa-mir-518e-5p	0
hsa-mir-4475	0
hsa-mir-6782-3p	8
hsa-mir-10a-5p	377924
hsa-mir-6850-5p	2
hsa-mir-6078	0
hsa-mir-1249-5p	2
hsa-mir-6814-5p	0
hsa-mir-3138	2
hsa-mir-4433b-5p	0
hsa-mir-4672	4
hsa-mir-4252	0
hsa-mir-8485	136
hsa-mir-542-5p	3
hsa-mir-2114-3p	0
hsa-mir-183-5p	54116
hsa-mir-1233-3p	2
hsa-mir-4644	1
hsa-mir-577	0
hsa-mir-5100	435
hsa-mir-3174	3
hsa-mir-4768-5p	0
hsa-mir-4530	1
hsa-mir-4772-5p	0
hsa-mir-6501-5p	26
hsa-mir-1185-5p	1
hsa-mir-3187-5p	1
hsa-mir-6888-3p	0
hsa-mir-22-3p	12238
hsa-mir-4638-5p	0
hsa-mir-3690	0
hsa-mir-3159	164
hsa-mir-337-3p	0
hsa-mir-4494	2
hsa-mir-17-5p	18597
hsa-mir-1301-3p	213
hsa-mir-5572	1
hsa-mir-6733-5p	29
hsa-mir-376c-5p	0
hsa-mir-302b-3p	7976
hsa-mir-6879-5p	0
hsa-mir-3660	2
hsa-mir-8085	0
hsa-mir-4459	52
hsa-mir-142-3p	2
hsa-mir-3677-5p	1
hsa-mir-6833-5p	0
hsa-mir-4749-5p	0
hsa-mir-4472	28
hsa-mir-6892-5p	4
hsa-mir-103a-2-5p	1
hsa-mir-4790-3p	0
hsa-mir-3651	125
hsa-mir-4454	28
hsa-mir-365a-3p	0
hsa-mir-4731-3p	0
hsa-mir-3120-3p	0
hsa-mir-5696	10
hsa-mir-6750-5p	0
hsa-mir-4685-3p	2
hsa-mir-4758-3p	4
hsa-mir-149-5p	3168
hsa-mir-3194-3p	0
hsa-mir-3978	0
hsa-mir-584-5p	70
hsa-mir-6882-5p	6
hsa-mir-6800-3p	0
hsa-mir-2278	2
hsa-mir-6794-5p	1
hsa-mir-6777-5p	6
hsa-mir-3692-5p	1
hsa-mir-550a-3p	2
hsa-mir-576-5p	103
hsa-mir-2277-3p	7
hsa-mir-6861-3p	0
hsa-mir-1914-3p	0
hsa-mir-449a	41
hsa-mir-1271-5p	9
hsa-mir-1972	8
hsa-mir-3692-3p	0
hsa-mir-4515	2
hsa-mir-519c-3p	1
hsa-mir-6822-3p	0
hsa-mir-5096	1013
hsa-mir-7974	667
hsa-mir-3190-3p	3
hsa-mir-4698	0
hsa-mir-340-3p	418
hsa-mir-548h-5p	1
hsa-mir-3145-5p	7
hsa-mir-191-3p	8
hsa-mir-200b-3p	31215
hsa-mir-4716-3p	0
hsa-mir-4307	0
hsa-mir-6852-5p	7
hsa-mir-939-3p	0
hsa-mir-3606-3p	2
hsa-mir-6724-5p	13
hsa-mir-664a-3p	545
hsa-mir-3116	0
hsa-mir-744-5p	1069
hsa-mir-4540	0
hsa-mir-616-5p	36
hsa-mir-335-5p	81
hsa-mir-4654	2
hsa-mir-9-3p	11
hsa-mir-6843-3p	0
hsa-mir-6505-5p	19
hsa-mir-4652-5p	11
hsa-mir-3197	0
hsa-mir-660-3p	7
hsa-mir-509-3p	0
hsa-mir-522-3p	3
hsa-mir-451a	8
hsa-mir-6737-3p	0
hsa-mir-22-5p	142
hsa-mir-3613-3p	19
hsa-mir-8065	28
hsa-mir-1178-5p	0
hsa-mir-6070	0
hsa-mir-125b-5p	35310
hsa-mir-3177-3p	13
hsa-mir-6513-3p	8
hsa-let-7f-2-3p	294
hsa-mir-5190	1
hsa-mir-3119	1
hsa-mir-4727-3p	3
hsa-mir-1909-5p	1
hsa-mir-432-5p	1
hsa-mir-7111-3p	1
hsa-mir-1915-3p	1
hsa-mir-6827-5p	3
hsa-mir-1226-3p	6
hsa-mir-134-3p	0
hsa-mir-548ad-5p	0
hsa-mir-874-3p	7
hsa-mir-3938	10
hsa-mir-1296-5p	195
hsa-mir-6769a-5p	0
hsa-mir-675-5p	9
hsa-mir-6821-5p	1
hsa-mir-584-3p	1
hsa-mir-4722-5p	1
hsa-mir-6732-3p	1
hsa-mir-3192-3p	0
hsa-mir-6826-5p	4
hsa-mir-4446-3p	0
hsa-mir-5188	7
hsa-mir-1261	0
hsa-mir-188-5p	71
hsa-mir-3646	0
hsa-mir-4754	1
hsa-mir-4763-5p	0
hsa-mir-425-3p	304
hsa-mir-199a-3p	0
hsa-mir-151a-3p	198370
hsa-mir-29c-5p	154
hsa-mir-3123	0
hsa-mir-3130-5p	1
hsa-mir-151a-5p	1579
hsa-mir-6884-5p	3
hsa-mir-526a	3
hsa-mir-6874-3p	2
hsa-mir-302f	45
hsa-mir-526b-5p	0
hsa-mir-653-3p	120
hsa-mir-520d-3p	0
hsa-mir-4509	0
hsa-mir-942-3p	8
hsa-mir-6506-5p	0
hsa-mir-8079	6
hsa-mir-760	37
hsa-mir-499a-3p	0
hsa-mir-6516-5p	29
hsa-mir-4479	3
hsa-mir-3686	1
hsa-mir-3127-5p	7
hsa-mir-4327	0
hsa-mir-4502	10
hsa-mir-4497	21
hsa-mir-204-5p	0
hsa-mir-4780	0
hsa-let-7a-5p	89427
hsa-mir-30b-3p	57
hsa-mir-6832-5p	4
hsa-mir-1249-3p	33
hsa-mir-3140-3p	0
hsa-mir-3183	3
hsa-mir-4728-5p	2
hsa-mir-922	0
hsa-mir-611	1
hsa-mir-943	1
hsa-mir-6787-5p	1
hsa-mir-8075	0
hsa-mir-711	1
hsa-mir-7515	1
hsa-mir-6879-3p	1
hsa-mir-6751-5p	0
hsa-mir-1255b-2-3p	0
hsa-mir-3065-3p	18
hsa-mir-6730-5p	0
hsa-mir-5006-3p	1
hsa-mir-3941	0
hsa-mir-548ao-5p	0
hsa-mir-379-5p	364
hsa-mir-642b-3p	0
hsa-mir-7847-3p	2
hsa-mir-636	12
hsa-mir-619-5p	120
hsa-mir-93-3p	439
hsa-mir-3129-5p	16
hsa-mir-127-5p	1
hsa-mir-6753-5p	2
hsa-mir-3607-3p	1880
hsa-mir-150-5p	6
hsa-mir-4665-5p	1
hsa-mir-3189-3p	6
hsa-mir-2276-5p	0
hsa-mir-6781-3p	0
hsa-mir-497-5p	21
hsa-mir-485-5p	24
hsa-mir-3161	1
hsa-mir-1307-5p	225
hsa-mir-6500-3p	53
hsa-mir-6844	1
hsa-mir-6836-5p	0
hsa-mir-363-5p	0
hsa-mir-4442	0
hsa-mir-188-3p	1
hsa-mir-6077	0
hsa-mir-23a-3p	23234
hsa-mir-3621	0
hsa-mir-378c	1146
hsa-mir-7108-3p	0
hsa-mir-7152-3p	0
hsa-mir-204-3p	1
hsa-mir-6727-5p	3
hsa-mir-28-5p	427
hsa-mir-4647	7
hsa-mir-6776-5p	0
hsa-mir-1224-5p	115
hsa-mir-3134	12
hsa-mir-2114-5p	1
hsa-mir-5689	9
hsa-mir-7162-5p	0
hsa-mir-5010-5p	6
hsa-mir-4729	1
hsa-mir-6857-3p	0
hsa-mir-3202	1
hsa-mir-4661-5p	20
hsa-mir-3714	0
hsa-mir-5692c	2
hsa-mir-1278	128
hsa-mir-586	0
hsa-mir-21-3p	9711
hsa-mir-6789-5p	0
hsa-mir-4791	13970
hsa-mir-6716-5p	10
hsa-mir-141-3p	6
hsa-mir-3149	14
hsa-mir-4503	0
hsa-mir-657	2
hsa-mir-4466	4
hsa-mir-4437	0
hsa-mir-3124-5p	1
hsa-mir-363-3p	65
hsa-mir-496	2
hsa-mir-3133	37
hsa-mir-3908	27
hsa-mir-6870-5p	0
hsa-mir-146b-3p	30
hsa-mir-454-5p	54
hsa-mir-1306-3p	11
hsa-mir-3178	9
hsa-mir-6812-5p	0
hsa-mir-217	0
hsa-mir-548ag	1
